date,est_jour_ferie,nom_jour_ferie
2015-05-08,True,Victoire des alliés
2015-05-14,True,Ascension
2015-05-25,True,Lundi de Pentecôte
2015-07-14,True,Fête Nationale
2015-08-15,True,Assomption
2015-11-01,True,Toussaint
2015-11-11,True,Armistice
2015-12-25,True,Noël
2015-12-26,True,Saint Étienne
2016-01-01,True,Jour de l'an
2016-03-25,True,Vendredi Saint
2016-03-28,True,Lundi de Pâques
2016-05-01,True,Fête du travail
2016-05-05,True,Ascension
2016-05-08,True,Victoire des alliés
2016-05-16,True,Lundi de Pentecôte
2016-07-14,True,Fête Nationale
2016-08-15,True,Assomption
2016-11-01,True,Toussaint
2016-11-11,True,Armistice
2016-12-25,True,Noël
2016-12-26,True,Saint Étienne
2017-01-01,True,Jour de l'an
2017-04-14,True,Vendredi Saint
2017-04-17,True,Lundi de Pâques
2017-05-01,True,Fête du travail
2017-05-08,True,Victoire des alliés
2017-05-25,True,Ascension
2017-06-05,True,Lundi de Pentecôte
2017-07-14,True,Fête Nationale
2017-08-15,True,Assomption
2017-11-01,True,Toussaint
2017-11-11,True,Armistice
2017-12-25,True,Noël
2017-12-26,True,Saint Étienne
2018-01-01,True,Jour de l'an
2018-03-30,True,Vendredi Saint
2018-04-02,True,Lundi de Pâques
2018-05-01,True,Fête du travail
2018-05-08,True,Victoire des alliés
2018-05-10,True,Ascension
2018-05-21,True,Lundi de Pentecôte
2018-07-14,True,Fête Nationale
2018-08-15,True,Assomption
2018-11-01,True,Toussaint
2018-11-11,True,Armistice
2018-12-25,True,Noël
2018-12-26,True,Saint Étienne
2019-01-01,True,Jour de l'an
2019-04-19,True,Vendredi Saint
2019-04-22,True,Lundi de Pâques
2019-05-01,True,Fête du travail
2019-05-08,True,Victoire des alliés
2019-05-30,True,Ascension
2019-06-10,True,Lundi de Pentecôte
2019-07-14,True,Fête Nationale
2019-08-15,True,Assomption
2019-11-01,True,Toussaint
2019-11-11,True,Armistice
2019-12-25,True,Noël
2019-12-26,True,Saint Étienne
2020-01-01,True,Jour de l'an
2020-04-10,True,Vendredi Saint
2020-04-13,True,Lundi de Pâques
2020-05-01,True,Fête du travail
2020-05-08,True,Victoire des alliés
2020-05-21,True,Ascension
2020-06-01,True,Lundi de Pentecôte
2020-07-14,True,Fête Nationale
2020-08-15,True,Assomption
2020-11-01,True,Toussaint
2020-11-11,True,Armistice
2020-12-25,True,Noël
2020-12-26,True,Saint Étienne
2021-01-01,True,Jour de l'an
2021-04-02,True,Vendredi Saint
2021-04-05,True,Lundi de Pâques
2021-05-01,True,Fête du travail
2021-05-08,True,Victoire des alliés
2021-05-13,True,Ascension
2021-05-24,True,Lundi de Pentecôte
2021-07-14,True,Fête Nationale
2021-08-15,True,Assomption
2021-11-01,True,Toussaint
2021-11-11,True,Armistice
2021-12-25,True,Noël
2021-12-26,True,Saint Étienne
2022-01-01,True,Jour de l'an
2022-04-15,True,Vendredi Saint
2022-04-18,True,Lundi de Pâques
2022-05-01,True,Fête du travail
2022-05-08,True,Victoire des alliés
2022-05-26,True,Ascension
2022-06-06,True,Lundi de Pentecôte
2022-07-14,True,Fête Nationale
2022-08-15,True,Assomption
2022-11-01,True,Toussaint
2022-11-11,True,Armistice
2022-12-25,True,Noël
2022-12-26,True,Saint Étienne
2023-01-01,True,Jour de l'an
2023-04-07,True,Vendredi Saint
2023-04-10,True,Lundi de Pâques
2023-05-01,True,Fête du travail
2023-05-08,True,Victoire des alliés
2023-05-18,True,Ascension
2023-05-29,True,Lundi de Pentecôte
2023-07-14,True,Fête Nationale
2023-08-15,True,Assomption
2023-11-01,True,Toussaint
2023-11-11,True,Armistice
2023-12-25,True,Noël
2023-12-26,True,Saint Étienne
2024-01-01,True,Jour de l'an
2024-03-29,True,Vendredi Saint
2024-04-01,True,Lundi de Pâques
2024-05-01,True,Fête du travail
2024-05-08,True,Victoire des alliés
2024-05-09,True,Ascension
2024-05-20,True,Lundi de Pentecôte
2024-07-14,True,Fête Nationale
2024-08-15,True,Assomption
2024-11-01,True,Toussaint
2024-11-11,True,Armistice
2024-12-25,True,Noël
2024-12-26,True,Saint Étienne
2025-01-01,True,Jour de l'an
2025-04-18,True,Vendredi Saint
2025-04-21,True,Lundi de Pâques
2025-05-01,True,Fête du travail
2025-05-08,True,Victoire des alliés
2025-05-29,True,Ascension
2025-06-09,True,Lundi de Pentecôte
2025-07-14,True,Fête Nationale
2025-08-15,True,Assomption
2025-11-01,True,Toussaint
2025-11-11,True,Armistice
2025-12-25,True,Noël
2025-12-26,True,Saint Étienne
2026-01-01,True,Jour de l'an
2026-04-03,True,Vendredi Saint
2026-04-06,True,Lundi de Pâques
2026-05-01,True,Fête du travail
2026-05-08,True,Victoire des alliés
2026-05-14,True,Ascension
2026-05-25,True,Lundi de Pentecôte
2026-07-14,True,Fête Nationale
2026-08-15,True,Assomption
2026-11-01,True,Toussaint
2026-11-11,True,Armistice
2026-12-25,True,Noël
2026-12-26,True,Saint Étienne
2027-01-01,True,Jour de l'an
2027-03-26,True,Vendredi Saint
2027-03-29,True,Lundi de Pâques
2027-05-01,True,Fête du travail
2027-05-06,True,Ascension
2027-05-08,True,Victoire des alliés
2027-05-17,True,Lundi de Pentecôte
2027-07-14,True,Fête Nationale
2027-08-15,True,Assomption
2027-11-01,True,Toussaint
2027-11-11,True,Armistice
2027-12-25,True,Noël
2027-12-26,True,Saint Étienne
2028-01-01,True,Jour de l'an
2028-04-14,True,Vendredi Saint
2028-04-17,True,Lundi de Pâques
2028-05-01,True,Fête du travail
2028-05-08,True,Victoire des alliés
2028-05-25,True,Ascension
2028-06-05,True,Lundi de Pentecôte
2028-07-14,True,Fête Nationale
2028-08-15,True,Assomption
2028-11-01,True,Toussaint
2028-11-11,True,Armistice
2028-12-25,True,Noël
2028-12-26,True,Saint Étienne
2029-01-01,True,Jour de l'an
2029-03-30,True,Vendredi Saint
2029-04-02,True,Lundi de Pâques
2029-05-01,True,Fête du travail
2029-05-08,True,Victoire des alliés
2029-05-10,True,Ascension
2029-05-21,True,Lundi de Pentecôte
2029-07-14,True,Fête Nationale
2029-08-15,True,Assomption
2029-11-01,True,Toussaint
2029-11-11,True,Armistice
2029-12-25,True,Noël
2029-12-26,True,Saint Étienne
2030-01-01,True,Jour de l'an
2030-04-19,True,Vendredi Saint
2030-04-22,True,Lundi de Pâques
2030-05-01,True,Fête du travail
2030-05-08,True,Victoire des alliés
2030-05-30,True,Ascension
2030-06-10,True,Lundi de Pentecôte
2030-07-14,True,Fête Nationale
2030-08-15,True,Assomption
2030-11-01,True,Toussaint
2030-11-11,True,Armistice
2030-12-25,True,Noël
2030-12-26,True,Saint Étienne
2031-01-01,True,Jour de l'an
2031-04-11,True,Vendredi Saint
2031-04-14,True,Lundi de Pâques
2031-05-01,True,Fête du travail
2031-05-08,True,Victoire des alliés
2031-05-22,True,Ascension
2031-06-02,True,Lundi de Pentecôte
2031-07-14,True,Fête Nationale
2031-08-15,True,Assomption
2031-11-01,True,Toussaint
2031-11-11,True,Armistice
2031-12-25,True,Noël
2031-12-26,True,Saint Étienne
2032-01-01,True,Jour de l'an
2032-03-26,True,Vendredi Saint
2032-03-29,True,Lundi de Pâques
2032-05-01,True,Fête du travail
2032-05-06,True,Ascension
2032-05-08,True,Victoire des alliés
2032-05-17,True,Lundi de Pentecôte
2032-07-14,True,Fête Nationale
2032-08-15,True,Assomption
2032-11-01,True,Toussaint
2032-11-11,True,Armistice
2032-12-25,True,Noël
2032-12-26,True,Saint Étienne
2033-01-01,True,Jour de l'an
2033-04-15,True,Vendredi Saint
2033-04-18,True,Lundi de Pâques
2033-05-01,True,Fête du travail
2033-05-08,True,Victoire des alliés
2033-05-26,True,Ascension
2033-06-06,True,Lundi de Pentecôte
2033-07-14,True,Fête Nationale
2033-08-15,True,Assomption
2033-11-01,True,Toussaint
2033-11-11,True,Armistice
2033-12-25,True,Noël
2033-12-26,True,Saint Étienne
2034-01-01,True,Jour de l'an
2034-04-07,True,Vendredi Saint
2034-04-10,True,Lundi de Pâques
2034-05-01,True,Fête du travail
2034-05-08,True,Victoire des alliés
2034-05-18,True,Ascension
2034-05-29,True,Lundi de Pentecôte
2034-07-14,True,Fête Nationale
2034-08-15,True,Assomption
2034-11-01,True,Toussaint
2034-11-11,True,Armistice
2034-12-25,True,Noël
2034-12-26,True,Saint Étienne
2035-01-01,True,Jour de l'an
2035-03-23,True,Vendredi Saint
2035-03-26,True,Lundi de Pâques
2035-05-01,True,Fête du travail
2035-05-03,True,Ascension
2035-05-08,True,Victoire des alliés
2035-05-14,True,Lundi de Pentecôte
2035-07-14,True,Fête Nationale
2035-08-15,True,Assomption
2035-11-01,True,Toussaint
2035-11-11,True,Armistice
2035-12-25,True,Noël
2035-12-26,True,Saint Étienne
2036-01-01,True,Jour de l'an
2036-04-11,True,Vendredi Saint
2036-04-14,True,Lundi de Pâques
2036-05-01,True,Fête du travail
2036-05-08,True,Victoire des alliés
2036-05-22,True,Ascension
2036-06-02,True,Lundi de Pentecôte
2036-07-14,True,Fête Nationale
2036-08-15,True,Assomption
2036-11-01,True,Toussaint
2036-11-11,True,Armistice
2036-12-25,True,Noël
2036-12-26,True,Saint Étienne
2037-01-01,True,Jour de l'an
2037-04-03,True,Vendredi Saint
2037-04-06,True,Lundi de Pâques
2037-05-01,True,Fête du travail
2037-05-08,True,Victoire des alliés
2037-05-14,True,Ascension
2037-05-25,True,Lundi de Pentecôte
2037-07-14,True,Fête Nationale
2037-08-15,True,Assomption
2037-11-01,True,Toussaint
2037-11-11,True,Armistice
2037-12-25,True,Noël
2037-12-26,True,Saint Étienne
2038-01-01,True,Jour de l'an
2038-04-23,True,Vendredi Saint
2038-04-26,True,Lundi de Pâques
2038-05-01,True,Fête du travail
2038-05-08,True,Victoire des alliés
2038-06-03,True,Ascension
2038-06-14,True,Lundi de Pentecôte
2038-07-14,True,Fête Nationale
2038-08-15,True,Assomption
2038-11-01,True,Toussaint
2038-11-11,True,Armistice
2038-12-25,True,Noël
2038-12-26,True,Saint Étienne
2039-01-01,True,Jour de l'an
2039-04-08,True,Vendredi Saint
2039-04-11,True,Lundi de Pâques
2039-05-01,True,Fête du travail
2039-05-08,True,Victoire des alliés
2039-05-19,True,Ascension
2039-05-30,True,Lundi de Pentecôte
2039-07-14,True,Fête Nationale
2039-08-15,True,Assomption
2039-11-01,True,Toussaint
2039-11-11,True,Armistice
2039-12-25,True,Noël
2039-12-26,True,Saint Étienne
2040-01-01,True,Jour de l'an
2040-03-30,True,Vendredi Saint
2040-04-02,True,Lundi de Pâques
2040-05-01,True,Fête du travail
2040-05-08,True,Victoire des alliés
2040-05-10,True,Ascension
2040-05-21,True,Lundi de Pentecôte
2040-07-14,True,Fête Nationale
2040-08-15,True,Assomption
2040-11-01,True,Toussaint
2040-11-11,True,Armistice
2040-12-25,True,Noël
2040-12-26,True,Saint Étienne
2041-01-01,True,Jour de l'an
2041-04-19,True,Vendredi Saint
2041-04-22,True,Lundi de Pâques
2041-05-01,True,Fête du travail
2041-05-08,True,Victoire des alliés
2041-05-30,True,Ascension
2041-06-10,True,Lundi de Pentecôte
2041-07-14,True,Fête Nationale
2041-08-15,True,Assomption
2041-11-01,True,Toussaint
2041-11-11,True,Armistice
2041-12-25,True,Noël
2041-12-26,True,Saint Étienne
2042-01-01,True,Jour de l'an
2042-04-04,True,Vendredi Saint
2042-04-07,True,Lundi de Pâques
2042-05-01,True,Fête du travail
2042-05-08,True,Victoire des alliés
2042-05-15,True,Ascension
2042-05-26,True,Lundi de Pentecôte
2042-07-14,True,Fête Nationale
2042-08-15,True,Assomption
2042-11-01,True,Toussaint
2042-11-11,True,Armistice
2042-12-25,True,Noël
2042-12-26,True,Saint Étienne
2043-01-01,True,Jour de l'an
2043-03-27,True,Vendredi Saint
2043-03-30,True,Lundi de Pâques
2043-05-01,True,Fête du travail
2043-05-07,True,Ascension
2043-05-08,True,Victoire des alliés
2043-05-18,True,Lundi de Pentecôte
2043-07-14,True,Fête Nationale
2043-08-15,True,Assomption
2043-11-01,True,Toussaint
2043-11-11,True,Armistice
2043-12-25,True,Noël
2043-12-26,True,Saint Étienne
2044-01-01,True,Jour de l'an
2044-04-15,True,Vendredi Saint
2044-04-18,True,Lundi de Pâques
2044-05-01,True,Fête du travail
2044-05-08,True,Victoire des alliés
2044-05-26,True,Ascension
2044-06-06,True,Lundi de Pentecôte
2044-07-14,True,Fête Nationale
2044-08-15,True,Assomption
2044-11-01,True,Toussaint
2044-11-11,True,Armistice
2044-12-25,True,Noël
2044-12-26,True,Saint Étienne
2045-01-01,True,Jour de l'an
2045-04-07,True,Vendredi Saint
2045-04-10,True,Lundi de Pâques
2045-05-01,True,Fête du travail
2045-05-08,True,Victoire des alliés
2045-05-18,True,Ascension
2045-05-29,True,Lundi de Pentecôte
2045-07-14,True,Fête Nationale
2045-08-15,True,Assomption
2045-11-01,True,Toussaint
2045-11-11,True,Armistice
2045-12-25,True,Noël
2045-12-26,True,Saint Étienne
2046-01-01,True,Jour de l'an
2046-03-23,True,Vendredi Saint
2046-03-26,True,Lundi de Pâques
2046-05-01,True,Fête du travail
2046-05-03,True,Ascension
2046-05-08,True,Victoire des alliés
2046-05-14,True,Lundi de Pentecôte
2046-07-14,True,Fête Nationale
2046-08-15,True,Assomption
2046-11-01,True,Toussaint
2046-11-11,True,Armistice
2046-12-25,True,Noël
2046-12-26,True,Saint Étienne
2047-01-01,True,Jour de l'an
2047-04-12,True,Vendredi Saint
2047-04-15,True,Lundi de Pâques
2047-05-01,True,Fête du travail
2047-05-08,True,Victoire des alliés
2047-05-23,True,Ascension
2047-06-03,True,Lundi de Pentecôte
2047-07-14,True,Fête Nationale
2047-08-15,True,Assomption
2047-11-01,True,Toussaint
2047-11-11,True,Armistice
2047-12-25,True,Noël
2047-12-26,True,Saint Étienne
2048-01-01,True,Jour de l'an
2048-04-03,True,Vendredi Saint
2048-04-06,True,Lundi de Pâques
2048-05-01,True,Fête du travail
2048-05-08,True,Victoire des alliés
2048-05-14,True,Ascension
2048-05-25,True,Lundi de Pentecôte
2048-07-14,True,Fête Nationale
2048-08-15,True,Assomption
2048-11-01,True,Toussaint
2048-11-11,True,Armistice
2048-12-25,True,Noël
2048-12-26,True,Saint Étienne
2049-01-01,True,Jour de l'an
2049-04-16,True,Vendredi Saint
2049-04-19,True,Lundi de Pâques
2049-05-01,True,Fête du travail
2049-05-08,True,Victoire des alliés
2049-05-27,True,Ascension
2049-06-07,True,Lundi de Pentecôte
2049-07-14,True,Fête Nationale
2049-08-15,True,Assomption
2049-11-01,True,Toussaint
2049-11-11,True,Armistice
2049-12-25,True,Noël
2049-12-26,True,Saint Étienne
2050-01-01,True,Jour de l'an
2050-04-08,True,Vendredi Saint
2050-04-11,True,Lundi de Pâques
2050-05-01,True,Fête du travail
2050-05-08,True,Victoire des alliés
2050-05-19,True,Ascension
2050-05-30,True,Lundi de Pentecôte
2050-07-14,True,Fête Nationale
2050-08-15,True,Assomption
2050-11-01,True,Toussaint
2050-11-11,True,Armistice
2050-12-25,True,Noël
2050-12-26,True,Saint Étienne
